"time","T","der(T)","T_out"
92,21.47301013544832,-0.004520291173541051,16.95271896190727
93,21.46850208510506,-0.004495727903267685,16.97277418183738
94,21.46401857348184,-0.004471226692419396,16.99279188106244
95,21.45955954224349,-0.004446787863382852,17.01277167886063
96,21.45512493305484,-0.004422411737823847,17.03271319523099
97,21.45071468758074,-0.004398098636680114,17.05261605090062
98,21.44632874748602,-0.004373848880154075,17.07247986733195
99,21.44196705443552,-0.004349662787705654,17.09230426672987
100,21.43762955009408,-0.004325540678045094,17.11208887204899
101,21.43331617612654,-0.004301482869125781,17.13183330700075
102,21.42902687419772,-0.004277489678137097,17.15153719606062
103,21.42476158597248,-0.004253561421497278,17.1712001644752
104,21.42052025311564,-0.004229698414846258,17.19082183826939
105,21.41630281729205,-0.004205900973038585,17.21040184425346
106,21.41210922016654,-0.004182169410136336,17.22993981003021
107,21.40793916985387,-0.004158503805851908,17.24943536400196
108,21.40379254927463,-0.004134904413896908,17.26888813537773
109,21.39966950405356,-0.004111371749873378,17.28829775418018
110,21.39556997091755,-0.004087906119664812,17.30766385125273
111,21.39149388659353,-0.004064507828326964,17.32698605826656
112,21.38744118780841,-0.004041177180080836,17.34626400772758
113,21.38341181128913,-0.004017914478305674,17.36549733298345
114,21.37940569376258,-0.003994720025532007,17.38468566823057
115,21.37542277195569,-0.003971594123434695,17.403828648521
116,21.37146298259539,-0.003948537072825975,17.42292590976941
117,21.36752626240857,-0.003925549173648538,17.44197708876004
118,21.36361254812218,-0.003902630724968627,17.46098182315355
119,21.35972177646311,-0.003879782024969149,17.47993975149397
120,21.3558538841583,-0.003857003370942792,17.49885051321551
121,21.35200880793466,-0.003834295059285154,17.5177137486495
122,21.3481864845191,-0.003811657385487944,17.53652909903115
123,21.3443867986471,-0.003789090592140674,17.55529620650642
124,21.34060930594774,-0.003766594591808925,17.57401471413882
125,21.33685427046993,-0.003744170004553748,17.59268426591618
126,21.33312161884026,-0.003721817112082818,17.61130450675744
127,21.32941127729982,-0.003699536194780411,17.6298750825194
128,21.32572317170411,-0.003677327531700652,17.64839564000346
129,21.32205722752311,-0.003655191400560803,17.66686582696231
130,21.31841336984123,-0.003633128077734554,17.68528529210667
131,21.31479152335733,-0.003611137838245384,17.70365368511195
132,21.31119161238471,-0.003589220955759828,17.72197065662488
133,21.30761356085115,-0.003567377702580895,17.74023585827025
134,21.30405729229884,-0.003545608349641409,17.75844894265743
135,21.30052272988444,-0.003523913166497415,17.77660956338702
136,21.29700979637905,-0.003502292421321577,17.79471737505747
137,21.29351841416824,-0.003480746380896637,17.8127720332716
138,21.29004850525198,-0.003459275310608824,17.83077319464316
139,21.28659999124475,-0.003437879474441359,17.84872051680339
140,21.28317289048332,-0.003416559232075809,17.86661365840751
141,21.27976708695433,-0.003395314807813133,17.88445227914119
142,21.27638247294709,-0.003374146433219998,17.90223603972709
143,21.27301897149663,-0.003353054369565406,17.91996460193122
144,21.26967650536292,-0.003332038876793458,17.93763762856946
145,21.26635499703089,-0.00331110021351698,17.95525478351392
146,21.2630543687104,-0.003290238637011058,17.97281573169934
147,21.25977454233626,-0.003269454403206765,17.9903201391295
148,21.25651543956823,-0.00324874776668473,18.0077676728835
149,21.25327698179102,-0.003228118980668839,18.02515800112219
150,21.25005909011428,-0.003207568297019915,18.04249079309437
151,21.2468616853726,-0.003187095966229439,18.05976571914317
152,21.24368468812554,-0.003166702237413258,18.07698245071228
153,21.24052801865757,-0.003146387358305351,18.09414066035222
154,21.23739159697814,-0.003126151575251619,18.11124002172652
155,21.23427534282163,-0.003105995133203639,18.12828020961799
156,21.23117920788853,-0.003085918307953666,18.14526089993487
157,21.22810315227815,-0.003065921382561161,18.16218176971699
158,21.22504704413407,-0.003046004546992144,18.17904249714193
159,21.2220108042015,-0.00302616804267037,18.19584276153113
160,21.21899435303049,-0.003006412109674482,18.212582243356
161,21.21599761097588,-0.002986736986731898,18.22926062424398
162,21.21302049819737,-0.002967142911212761,18.24587758698461
163,21.21006293465947,-0.002947630119123922,18.26243281553555
164,21.20712484013149,-0.002928198845102884,18.27892599502861
165,21.2042061341876,-0.002908849322411889,18.29535681177572
166,21.20130673620677,-0.00288958178293187,18.3117249532749
167,21.19842656537278,-0.00287039645715657,18.32803010821621
168,21.19556554067427,-0.002851293574186591,18.34427196648768
169,21.19272358090467,-0.002832273361723495,18.36045021918117
170,21.18990060466223,-0.002813336046063931,18.3765645585983
171,21.18709653035008,-0.002794481852093814,18.39261467825626
172,21.18431127617608,-0.002775711003282439,18.40860027289364
173,21.18154473875318,-0.002757023700276914,18.42452103847627
174,21.17879685180029,-0.002738420179597323,18.44037667220296
175,21.17606753308286,-0.002719900660571561,18.4561668725113
176,21.17335669953958,-0.002701465360456226,18.47189133908336
177,21.17066426789589,-0.002683114495044471,18.48754977285142
178,21.16799015466399,-0.002664848278660326,18.50314187600366
179,21.16533427614282,-0.002646666924152999,18.51866735198982
180,21.1626965484181,-0.002628570642891269,18.53412590552683
181,21.16007688736231,-0.002610559644757864,18.54951724260444
182,21.15747520863468,-0.002592634138143857,18.56484107049083
183,21.15489142768121,-0.002574794329943106,18.5800970977381
184,21.15232545973463,-0.002557040425546713,18.59528503418792
185,21.14977721981448,-0.002539372628837498,18.61040459097698
186,21.14724662272701,-0.002521791142184512,18.6254554805425
187,21.14473358306525,-0.002504296166437573,18.64043741662768
188,21.14223801520901,-0.002486887900921808,18.6553501142872
189,21.13975980135874,-0.002469566511466151,18.67019328989259
190,21.13729885500408,-0.002452332193866464,18.68496666113762
191,21.134855108974,-0.002435185161930288,18.69966994704371
192,21.13242847555323,-0.002418125607587996,18.71430286796524
193,21.1300188667667,-0.002401153721171823,18.72886514559488
194,21.12762619437949,-0.002384269691410598,18.74335650296889
195,21.12525036989685,-0.002367473705424469,18.75777666447238
196,21.12289130456422,-0.002350765948719676,18.77212535584454
197,21.12054890936718,-0.002334146605183296,18.78640230418389
198,21.11822309503154,-0.00231761585707811,18.80060723795343
199,21.1159137720232,-0.002301173885037375,18.81473988698583
200,21.11362085054829,-0.002284820868059725,18.82879998248857
201,21.11134424055311,-0.00226855698350408,18.84278725704903
202,21.1090838517241,-0.002252382407084493,18.85670144463961
203,21.10683959348789,-0.00223629731286514,18.87054228062275
204,21.10461137501128,-0.002220301873255284,18.884309501756
205,21.10239910520125,-0.002204396259004259,18.89800284619699
206,21.10020269270492,-0.00218858063919647,18.91162205350845
207,21.09802204590962,-0.002172855181246483,18.92516686466314
208,21.09585707294283,-0.002157220050894065,18.93863702204876
209,21.0937076816722,-0.002141675412199298,18.95203226947291
210,21.09157377970557,-0.002126221427537697,18.96535235216787
211,21.08945527439092,-0.002110858257595385,18.97859701679554
212,21.08735207281644,-0.002095586061364248,18.99176601145219
213,21.08526408181045,-0.002080404996137155,19.0048590856733
214,21.08319120794147,-0.002065315217503201,19.01787599043827
215,21.08113335751819,-0.002050316879342969,19.03081647817523
216,21.07909043658946,-0.002035410133823809,19.04368030276565
217,21.0770623509443,-0.002020595131395172,19.05646721954913
218,21.07504900611191,-0.002005872020783958,19.06917698532796
219,21.07305030736166,-0.001991240948989862,19.0818093583718
220,21.07106615970309,-0.001976702061280818,19.09436409842228
221,21.06909646788592,-0.001962255501188405,19.10684096669751
222,21.06714145005224,-0.001947901724155528,19.11923972589671
223,21.06520081322292,-0.001933640673018274,19.13156014020465
224,21.06327439873506,-0.001919472423438904,19.14380197529616
225,21.06136211354099,-0.001905397115200394,19.1559649983406
226,21.05946386441599,-0.00189141488640972,19.16804897800627
227,21.05757955795822,-0.00187752587349339,19.18005368446483
228,21.05570910058877,-0.00186373021119314,19.19197888939563
229,21.05385239855166,-0.001850028032561546,19.20382436599011
230,21.05200935791379,-0.001836419468957722,19.21558988895607
231,21.05017988456501,-0.001822904650043043,19.22727523452197
232,21.04836388421805,-0.001809483703776877,19.23888018044117
233,21.04656126240858,-0.00179615675641238,19.2504045059962
234,21.04477192449518,-0.001782923932492256,19.26184799200292
235,21.04299577565934,-0.001769785354844643,19.27321042081469
236,21.04123272090545,-0.001756741144578925,19.28449157632652
237,21.03948266506083,-0.001743791421081649,19.29569124397919
238,21.03774551277573,-0.001730936302012445,19.30680921076328
239,21.03602116852328,-0.001718175903299954,19.31784526522333
240,21.03430953659955,-0.001705510339137824,19.32879919746172
241,21.03261052112351,-0.001692939721980721,19.33967079914278
242,21.03092402603705,-0.001680464162540357,19.35045986349669
243,21.02924995510497,-0.001668083769781546,19.36116618532343
244,21.027588211915,-0.001655798650918324,19.37178956099667
245,21.02593869987775,-0.001643608911410066,19.38232978846769
246,21.0243013222268,-0.001631514654957662,19.39278666726914
247,21.02267598201858,-0.001619515983499646,19.40315999851893
248,21.02106258213247,-0.001607612997208484,19.41344958492398
249,21.01946102527077,-0.001595805794486793,19.42365523078398
250,21.01787121395867,-0.001584094471963596,19.43377674199508
251,21.01629310523199,-0.001572479179178355,19.44381392605363
252,21.01472667384095,-0.001560960081781118,19.45376659205983
253,21.01317171670363,-0.001549537165982301,19.46363455072133
254,21.01162813685135,-0.001538210522494492,19.47341761435685
255,21.01009583716565,-0.001526980240265868,19.48311559689978
256,21.00857472037834,-0.001515846406476694,19.49272831390165
257,21.0070646890715,-0.001504809106535799,19.5022555825357
258,21.00556564567743,-0.001493868424077089,19.51169722160034
259,21.0040774924787,-0.001483024440956125,19.52105305152257
260,21.00260013160812,-0.001472277237246679,19.53032289436144
261,21.00113346504876,-0.001461626891237376,19.53950657381139
262,20.99967739463396,-0.00145107347942832,19.54860391520564
263,20.99823182204726,-0.001440617076527783,19.55761474551948
264,20.99679664882251,-0.001430257755448917,19.56653889337359
265,20.99537177634377,-0.001419995587306488,19.57537618903729
266,20.99395710584538,-0.001409830641413645,19.58412646443174
267,20.99255253841191,-0.001399762985278724,19.59278955313319
268,20.99115797497819,-0.001389792684602096,19.6013652903761
269,20.98977331632931,-0.001379919803273019,19.60985351305629
270,20.9883984631006,-0.001370144403366549,19.61825405973405
271,20.98703331577765,-0.001360466545140444,19.6265667706372
272,20.98567777469629,-0.00135088628703215,19.63479148766414
273,20.98433174004262,-0.001341403685655802,19.64292805438681
274,20.98299511185296,-0.001332018795799201,19.65097631605376
275,20.98166779001394,-0.001322731670420936,19.658936119593
276,20.98034967426236,-0.001313542360647411,19.66680731361495
277,20.97904066418536,-0.001304450915770022,19.67458974841534
278,20.97774092767738,-0.001295457651699376,19.682283275978
279,20.97645021035542,-0.001286562460377674,19.68988774997774
280,20.97516834463065,-0.001277765318847557,19.6974030257831
281,20.97389523215857,-0.001269066271699497,19.70482896045907
282,20.97263077450399,-0.001260465361734095,19.7121654127699
283,20.97137487314112,-0.001251962629959447,19.71941224318167
284,20.9701274294535,-0.00124355811558846,19.72656931386504
285,20.96888834473405,-0.001235251856036228,19.73363648869783
286,20.96765752018504,-0.001227043886917453,19.74061363326758
287,20.96643485691809,-0.001218934242043904,19.74750061487419
288,20.96522025595419,-0.001210922953421839,19.75429730253235
289,20.96401361822369,-0.001203010051249592,19.7610035669741
290,20.96281484456629,-0.001195195563915046,19.76761928065124
291,20.96162383573106,-0.00118747951799325,19.77414431773781
292,20.96044049237641,-0.001179861938243992,19.78057855413242
293,20.95926471507013,-0.001172342847609471,19.78692186746066
294,20.95809640428935,-0.001164922267211949,19.7931741370774
295,20.95693546042058,-0.001157600216351476,19.79933524406911
296,20.95578178375967,-0.001150376712503597,19.80540507125608
297,20.95463527451184,-0.00114325177131715,19.81138350319469
298,20.95349583279165,-0.001136225406612052,19.8172704261796
299,20.95236335862305,-0.001129297630377163,19.82306572824589
300,20.95123775193932,-0.001122468452768125,19.82876929917119
301,20.95011891258312,-0.001115737882105307,19.83438103047781
302,20.94900674030645,-0.001109105924871667,19.83990081543478
303,20.94790113477068,-0.00110257258571081,19.84532854905987
304,20.94680203765149,-0.001096137909529894,19.8506641281216
305,20.94570945351282,-0.001089802002371616,19.8559074511412
306,20.94462315988865,-0.001083564741494097,19.86105841839456
307,20.94354305757302,-0.001077426125658938,19.86611693191408
308,20.94246904730467,-0.001071386151814078,19.87108289549059
309,20.94140102976705,-0.001065444815091922,19.87595621467513
310,20.94033890558833,-0.001059602108807557,19.88073679678077
311,20.93928257534139,-0.001053858024457,19.88542455088439
312,20.93823193954382,-0.001048212551715452,19.89001938782837
313,20.93718689865795,-0.001042665678435636,19.89452122022231
314,20.93614735309077,-0.001037217390646081,19.89892996244469
315,20.93511320319402,-0.001031867672549534,19.90324553064449
316,20.93408434926418,-0.001026616506521375,19.9074678427428
317,20.93306069154238,-0.001021463873107997,19.91159681843438
318,20.9320421302145,-0.00101640975102535,19.91563237918915
319,20.93102856541113,-0.001011454117157392,19.91957444825374
320,20.93001989720759,-0.001006596946554669,19.92342295065292
321,20.92901602562387,-0.001001838212432862,19.92717781319101
322,20.92801685062471,-0.0009971778861714107,19.9308389644533
323,20.92702227211956,-0.0009926159373121379,19.93440633480742
324,20.92603218996256,-0.0009881523335579488,19.93787985640461
325,20.92504650395259,-0.0009837870407715208,19.94125946318107
326,20.92406511383324,-0.0009795200229740573,19.94454509085918
327,20.92308791929279,-0.0009753512423440683,19.94773667694872
328,20.92211481996426,-0.0009712806592161556,19.9508341607481
329,20.92114571542537,-0.0009673082320799082,19.95383748334546
330,20.92018050519856,-0.0009634339175787225,19.95674658761983
331,20.91921927776255,-0.0009596578595203447,19.9595614182422
332,20.91826185643691,-0.0009559799347603253,19.96228192167658
333,20.91730806705218,-0.0009524000208711847,19.964908046181
334,20.91635781122449,-0.0009489180694159743,19.96743974180852
335,20.91541099056974,-0.0009455340301615927,19.96987696040815
336,20.91446750670366,-0.0009422478510778483,19.97221965562581
337,20.91352726124179,-0.0009390594783366169,19.97446778290517
338,20.91259015579947,-0.0009359688563109607,19.97662129948851
339,20.91165609199187,-0.0009329759275743328,19.97868016441754
340,20.91072497143396,-0.0009300806328997879,19.98064433853417
341,20.90979669574052,-0.0009272829112592618,19.98251378448126
342,20.90887116652615,-0.0009245826998228139,19.98428846670333
343,20.90794828540525,-0.0009219799339580028,19.98596835144725
344,20.90702795399205,-0.0009194745472292069,19.98755340676284
345,20.90611007390056,-0.0009170664713970318,19.98904360250353
346,20.90519454674464,-0.0009147556364177447,19.99043891032689
347,20.90428127413794,-0.0009125419704427209,19.99173930369522
348,20.90337015769391,-0.0009104253998179317,19.99294475787597
349,20.90246109902584,-0.0009084058490835147,19.99405524994232
350,20.9015539997468,-0.0009064832409732837,19.99507075877352
351,20.9006487614697,-0.0009046574964143623,19.99599126505534
352,20.89974528580726,-0.000902928534526815,19.99681675128044
353,20.89884347437198,-0.0009012962726232985,19.99754720174868
354,20.8979432287762,-0.0008997606262087637,19.99818260256743
355,20.89704445063206,-0.0008983215089802137,19.99872294165185
356,20.89614704155152,-0.0008969788328264557,19.99916820872507
357,20.89525093532202,-0.0008957325400035749,19.99951839531845
358,20.8943561901184,-0.0008945826953467026,19.99977349477169
359,20.89346254875872,-0.0008935290465257033,19.99993350223301
360,20.8925699146472,-0.0008925714999880263,19.99999841465917
361,20.89167819123111,-0.0008917099604155184,19.99996823081559
362,20.89078728200076,-0.0008909443307244196,19.99984295127634
363,20.8898970904895,-0.0008902745120653605,19.99962257842414
364,20.88900752027374,-0.0008897004038234151,19.99930711645033
365,20.88811847497294,-0.0008892219036181856,19.99889657135475
366,20.88722985824958,-0.0008888389073039029,19.99839095094568
367,20.88634157380923,-0.0008885513089695998,19.99779026483963
368,20.88545352540047,-0.0008883590009392499,19.99709452446122
369,20.88456561681494,-0.0008882618737720342,19.9963037430429
370,20.88367775188733,-0.0008882598162625648,19.99541793562476
371,20.88278983449538,-0.0008883527154411794,19.9944371190542
372,20.88190176855987,-0.0008885404565742476,19.99336131198563
373,20.88101345804464,-0.0008888229231645504,19.99219053488009
374,20.88012480695655,-0.0008891999969516462,19.99092481000491
375,20.87923571934554,-0.0008896715579123154,19.98956416143322
376,20.87834609930457,-0.0008902374842609965,19.98810861504357
377,20.87745585096966,-0.0008908976524502954,19.98655819851937
378,20.87656487851989,-0.0008916519371715025,19.98491294134838
379,20.87567308617736,-0.0008925002113551663,19.98317287482219
380,20.87478037820723,-0.0008934423461716499,19.98133803203558
381,20.87388665891773,-0.0008944782110318314,19.97940844788589
382,20.87299183266008,-0.000895607673587687,19.97738415907239
383,20.87209580382861,-0.0008968305997330504,19.97526520409556
384,20.8711986230918,-0.0008981469998354612,19.97305162325634
385,20.87030016668522,-0.0008995567080298059,19.97074345865541
386,20.86940025581926,-0.0009010595016269108,19.96834075419235
387,20.86849879710378,-0.0009026552415389552,19.96584355556482
388,20.86759569724039,-0.0009043437869726923,19.96325191026769
389,20.8666908630225,-0.0009061249954303534,19.96056586759214
390,20.86578420133529,-0.0009079987227105769,19.95778547862472
391,20.86487561915576,-0.0009099648229094051,19.95491079624635
392,20.86396502355263,-0.0009120231484212483,19.95194187513138
393,20.86305232168644,-0.0009141735499399601,19.94887877174648
394,20.86213742080951,-0.0009164158764598902,19.94572154434962
395,20.86122022826592,-0.0009187499752769988,19.94247025298892
396,20.86030065149156,-0.0009211756919900189,19.93912495950154
397,20.85937859801409,-0.0009236928705016005,19.93568572751249
398,20.85845397545294,-0.0009263013530195216,19.93215262243342
399,20.85752669151934,-0.0009290009800579817,19.92852571146135
400,20.85659665401627,-0.0009317915904387953,19.92480506357748
401,20.85566377083854,-0.0009346730212927917,19.92099074954575
402,20.8547279499727,-0.0009376451080611047,19.9170828419116
403,20.8537890994971,-0.0009407076844965588,19.91308141500054
404,20.85284712758186,-0.0009438605826651135,19.90898654491675
405,20.85190194248891,-0.0009471036329472788,19.90479830954163
406,20.85095345257192,-0.0009504366640396036,19.90051678853232
407,20.85000156627637,-0.0009538595029562024,19.89614206332017
408,20.84904619213951,-0.0009573719750302843,19.89167421710923
409,20.84808723879038,-0.0009609739039157646,19.88711333487462
410,20.84712462481934,-0.0009646651214583919,19.88245950336094
411,20.84615838552937,-0.000968445574448733,19.87771281108064
412,20.84518831630698,-0.0009723149679947092,19.87287334831228
413,20.84421432792511,-0.0009762731208262494,19.86794120709886
414,20.84323633132284,-0.0009803198500767749,19.86291648124606
415,20.84225423760676,-0.0009844549712863114,19.85779926632045
416,20.84126795805232,-0.0009886782984046575,19.85258965964766
417,20.84027740410516,-0.0009929896437945835,19.84728776031057
418,20.83928248738247,-0.0009973888182350948,19.84189366914737
419,20.83828311967431,-0.001001875630924626,19.83640748874969
420,20.83727921294505,-0.00100644988948444,19.83082932346061
421,20.83627067933458,-0.001011111399961862,19.82515927937272
422,20.83525743115978,-0.00101585996683373,19.81939746432605
423,20.83423938091579,-0.001020695393009728,19.81354398790607
424,20.8332164412774,-0.001025617479835848,19.80759896144156
425,20.83218852510039,-0.00103062602709787,19.80156249800252
426,20.83115554542287,-0.001035720833024833,19.79543471239803
427,20.83011741546661,-0.001040901694292575,19.78921572117404
428,20.82907404863846,-0.001046168406027316,19.78290564261114
429,20.82802535853161,-0.001051520761809229,19.77650459672238
430,20.82697125892699,-0.001056958553676086,19.7700127052509
431,20.8259116637946,-0.001062481572126927,19.76343009166767
432,20.82484648729487,-0.001068089606125731,19.75675688116914
433,20.82377564378002,-0.001073782443105188,19.74999320067483
434,20.82269904779536,-0.001079559868970417,19.74313917882494
435,20.82161661408068,-0.001085421668102793,19.73619494597789
436,20.82052825757161,-0.001091367623363759,19.72916063420785
437,20.81943394205382,-0.001097397564751599,19.72203637730222
438,20.81833358828215,-0.00110351127752304,19.71482231075911
439,20.81722707323593,-0.001109708501451216,19.70751857178471
440,20.81611431383628,-0.001115989014545548,19.70012529929074
441,20.81499522725613,-0.001122352593364369,19.69264263389177
442,20.81386973092241,-0.001128799013019865,19.68507071790255
443,20.81273774251832,-0.001135328047182995,19.67740969533533
444,20.81159917998556,-0.00114193946808847,19.66965971189709
445,20.81045396152653,-0.001148633046539761,19.66182091498677
446,20.80930200560664,-0.001155408551914142,19.65389345369249
447,20.80814323095644,-0.00116226575216773,19.64587747878871
448,20.80697755657395,-0.001169204413840632,19.63777314273332
449,20.80580490172684,-0.001176224302062028,19.62958059966481
450,20.80462518595466,-0.001183325180555375,19.62130000539928
451,20.80343832907111,-0.001190506811643598,19.61293151742751
452,20.80224425116622,-0.001197768956254276,19.60447529491194
453,20.80104287260867,-0.001205111373924996,19.59593149868367
454,20.79983411404791,-0.001212533822808528,19.58730029123938
455,20.7986178964165,-0.001220036059678247,19.57858183673825
456,20.79739414093228,-0.001227617839933444,19.56977630099883
457,20.7961627691006,-0.001235278917604699,19.5608838514959
458,20.79492370271661,-0.00124301904535935,19.55190465735726
459,20.79367686386745,-0.001250837974506901,19.54283888936055
460,20.79242217493445,-0.001258735455004505,19.53368671992995
461,20.79115955859547,-0.001266711235462505,19.52444832313296
462,20.78988893782702,-0.001274765063149957,19.51512387467706
463,20.78861023590656,-0.001282896684000214,19.50571355190634
464,20.78732326087362,-0.001291105727075426,19.49621753379819
465,20.7860280326376,-0.001299392031677755,19.48663600095984
466,20.78472447513266,-0.0013077553395077,19.47696913562496
467,20.78341251137108,-0.001316195389720907,19.46721712165017
468,20.78209206461609,-0.001324711920104527,19.45738014451156
469,20.78076305838309,-0.001333304667081929,19.44745839130116
470,20.77942541644073,-0.001341973365717362,19.43745205072337
471,20.77807906281206,-0.00135071774972068,19.42736131309138
472,20.77672392177571,-0.001359537551452153,19.41718637032356
473,20.77535991786701,-0.001368432501927238,19.40692741593978
474,20.77398697587913,-0.001377402330821369,19.39658464505776
475,20.77260502086423,-0.001386446766474854,19.38615825438937
476,20.7712139781346,-0.001395565535897774,19.37564844223683
477,20.76981377326382,-0.001404758364774839,19.36505540848898
478,20.76840433208788,-0.001414024977470376,19.3543793546175
479,20.76698558070632,-0.00142336509703329,19.34362048367303
480,20.76555744548343,-0.0014327784452021,19.33277900028133
481,20.76411985304929,-0.001442264742409908,19.32185511063939
482,20.76267273030104,-0.00145182370778954,19.3108490225115
483,20.76121600440392,-0.001461455059178586,19.29976094522534
484,20.75974960279246,-0.001471158513124561,19.2885910896679
485,20.75827345317161,-0.001480933784890027,19.27733966828158
486,20.75678748351791,-0.001490780588457813,19.2660068950601
487,20.75529162208059,-0.001500698636536182,19.25459298554441
488,20.75378579738275,-0.001510687640564136,19.24309815681862
489,20.7522699382225,-0.001520747310716629,19.23152262750587
490,20.75074400298149,-0.001530877385217334,19.21986661776416
491,20.74920793550506,-0.001541077586222894,19.20813034928216
492,20.74766163273628,-0.001551347587461244,19.19631404527504
493,20.74610502543819,-0.001561687094958064,19.18441793048013
494,20.74453804468994,-0.001572095813537206,19.17244223115274
495,20.74296062188862,-0.001582573446826814,19.1603871750618
496,20.741372688751,-0.001593119697265422,19.14825299148557
497,20.73977417731534,-0.001603734266108095,19.13603991120724
498,20.73816501994316,-0.001614416853432605,19.12374816651055
499,20.73654514932103,-0.001625167158145626,19.1113779911754
500,20.73491449846233,-0.001635984877988971,19.09892962047336
501,20.73327300070906,-0.001646869709545832,19.08640329116323
502,20.7316205897336,-0.001657821348247069,19.07379924148653
503,20.7299571995405,-0.001668839488377543,19.06111771116295
504,20.72828276446825,-0.001679923823082429,19.04835894138582
505,20.7265972191911,-0.0016910740443736,19.0355231748175
506,20.72490049872078,-0.001702289843136029,19.02261065558475
507,20.72319253840833,-0.001713570909134166,19.00962162927416
508,20.72147327394587,-0.001724916931018484,18.99655634292738
509,20.71974264136837,-0.001736327596331872,18.9834150450365
510,20.71800057705545,-0.001747802591516184,18.97019798553927
511,20.71624701773313,-0.001759341601918745,18.95690541581438
512,20.71448190047565,-0.001770944311798964,18.94353758867668
513,20.71270516270722,-0.001782610404334879,18.93009475837234
514,20.71091674220384,-0.001794339561629784,18.91657718057406
515,20.70911657709502,-0.001806131464718874,18.90298511237614
516,20.70730460586561,-0.001817985793575932,18.88931881228968
517,20.70548066078377,-0.001829902120546187,18.87557854023759
518,20.70364475877711,-0.001841880201227443,18.86176455754967
519,20.70179684831103,-0.001853919721353382,18.84787712695765
520,20.69993686780156,-0.001866020355211372,18.83391651259019
521,20.69806475596696,-0.001878181775999128,18.81988297996784
522,20.69618045182856,-0.001890403655830564,18.805776795998
523,20.69428389471129,-0.001902685665741437,18.79159822896986
524,20.69237502424447,-0.001915027475695208,18.77734754854926
525,20.69045378036238,-0.001927428754588778,18.7630250257736
526,20.68852010330505,-0.001939889170258372,18.74863093304668
527,20.68657393361885,-0.00195240838948537,18.73416554413348
528,20.68461521215717,-0.001964986078002191,18.71962913415498
529,20.68264388008116,-0.0019776219004982,18.70502197958296
530,20.68065987886033,-0.001990315520625661,18.69034435823467
531,20.67866315027328,-0.002003066601005653,18.67559654926763
532,20.67665363640835,-0.002015874803234109,18.66077883317424
533,20.67463127966428,-0.002028739787887787,18.6458914917765
534,20.67259602275093,-0.002041661214530322,18.63093480822061
535,20.67054780868993,-0.002054638741718282,18.61590906697165
536,20.66848658081533,-0.002067672027007258,18.60081455380807
537,20.66641228277433,-0.002080760726957969,18.58565155581637
538,20.66432485852792,-0.002093904497142393,18.57042036138552
539,20.66222425235155,-0.002107102992149958,18.5551212602016
540,20.66011040883583,-0.00212035586559367,18.53975454324216
541,20.65798327288719,-0.002133662770116381,18.52432050277081
542,20.65584278972856,-0.002147023357396996,18.50881943233156
543,20.65368894237786,-0.002160437315634546,18.49325162674331
544,20.6515217162397,-0.002173904334145497,18.4776173820942
545,20.64934099797829,-0.002187424002242295,18.461916995736
546,20.64714673543798,-0.002200995969159557,18.44615076627842
547,20.64493887683905,-0.002214619883255558,18.43031899358349
548,20.64271737077944,-0.002228295392019625,18.41442197875982
549,20.64048216623642,-0.002242022142079566,18.39846002415685
550,20.63823321256823,-0.002255799779209074,18.38243343335916
551,20.63597045951585,-0.002269627948335217,18.36634251118063
552,20.63369385720462,-0.002283506293545916,18.3501875636587
553,20.63140335614596,-0.002297434458097431,18.33396889804853
554,20.62909890723905,-0.002311412084421939,18.31768682281712
555,20.62678046177252,-0.002325438814135023,18.30134164763749
556,20.6244479714261,-0.002339514288043301,18.2849336833828
557,20.62210138827238,-0.002353638146152019,18.26846324212036
558,20.61974066477843,-0.002367810027672639,18.25193063710579
559,20.6173657538075,-0.002382029571030508,18.235336182777
560,20.61497660862077,-0.002396296413872548,18.21868019474822
561,20.61257318287893,-0.002410610193074895,18.20196298980404
562,20.61015543064394,-0.002424970544750632,18.18518488589331
563,20.60772330638072,-0.00243937710425757,18.16834620212315
564,20.60527676495879,-0.002453829506205913,18.15144725875287
565,20.60281576165398,-0.002468327384466111,18.13448837718787
566,20.60034025215015,-0.002482870372176627,18.11746987997352
567,20.5978501925408,-0.002497458101751753,18.10039209078905
568,20.59534553933085,-0.002512090204889489,18.08325533444136
569,20.59282624943825,-0.002526766312579365,18.06605993685889
570,20.59029217347179,-0.002541485948386423,18.04880622508536
571,20.58774333393406,-0.002556248806660438,18.03149452727362
572,20.58517970893906,-0.002571054536259719,18.01412517267934
573,20.58260125540384,-0.002585902763749054,17.99669849165478
574,20.58000793059825,-0.00260079311495571,17.97921481564254
575,20.5773996921454,-0.002615725214976216,17.96167447716919
576,20.57477649802208,-0.002630698688183102,17.94407780983897
577,20.57213830655922,-0.002645713158231722,17.9264251483275
578,20.56948507644243,-0.002660768248067111,17.90871682837532
579,20.56681676671235,-0.00267586357993077,17.89095318678158
580,20.56413333676518,-0.002690998775367589,17.87313456139759
581,20.56143474635308,-0.002706173455232662,17.85526129112042
582,20.5587209555847,-0.002721387239698249,17.83733371588645
583,20.55599192492557,-0.002736639748260686,17.81935217666489
584,20.5532476151986,-0.002751930599747297,17.80131701545131
585,20.55048798758453,-0.002767259412323408,17.78322857526112
586,20.54771300362236,-0.002782625803499268,17.76508720012309
587,20.54492262520983,-0.002798029390137106,17.74689323507273
